Country,Subregion,Region
Nigeria,Sub-Saharan Africa,Africa
Haiti,Latin America and the Caribbean,Americas
South Africa,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Saudi Arabia,Western Asia,Asia
Brazil,Latin America and the Caribbean,Americas
India,Southern Asia,Asia
Mexico,Latin America and the Caribbean,Americas
Mexico,Latin America and the Caribbean,Americas
Republic of Moldova,Eastern Europe,Europe
Brazil,Latin America and the Caribbean,Americas
Brazil,Latin America and the Caribbean,Americas
Turkmenistan,Central Asia,Asia
Australia,Australia and New Zealand,Oceania
France,Western Europe,Europe
Portugal,Southern Europe,Europe
Spain,Southern Europe,Europe
Mongolia,Eastern Asia,Asia
India,Southern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Brazil,Latin America and the Caribbean,Americas
China,Eastern Asia,Asia
Zimbabwe,Sub-Saharan Africa,Africa
Burundi,Sub-Saharan Africa,Africa
Malawi,Sub-Saharan Africa,Africa
South Africa,Sub-Saharan Africa,Africa
South Africa,Sub-Saharan Africa,Africa
Mexico,Latin America and the Caribbean,Americas
Philippines,South-eastern Asia,Asia
China,Eastern Asia,Asia
Poland,Eastern Europe,Europe
Sri Lanka,Southern Asia,Asia
Marshall Islands,Micronesia,Oceania
Uganda,Sub-Saharan Africa,Africa
Azerbaijan,Western Asia,Asia
Burundi,Sub-Saharan Africa,Africa
Bangladesh,Southern Asia,Asia
Spain,Southern Europe,Europe
United States of America,Northern America,Americas
Argentina,Latin America and the Caribbean,Americas
Uruguay,Latin America and the Caribbean,Americas
Morocco,Northern Africa,Africa
United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
Australia,Australia and New Zealand,Oceania
Indonesia,South-eastern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Algeria,Northern Africa,Africa
Egypt,Northern Africa,Africa
Egypt,Northern Africa,Africa
Equatorial Guinea,Sub-Saharan Africa,Africa
Eswatini,Sub-Saharan Africa,Africa
Argentina,Latin America and the Caribbean,Americas
United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
Lao People's Democratic Republic,South-eastern Asia,Asia
Nepal,Southern Asia,Asia
Zimbabwe,Sub-Saharan Africa,Africa
Russian Federation,Eastern Europe,Europe
United States of America,Northern America,Americas
China,Eastern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Croatia,Southern Europe,Europe
Serbia Montenegro,Southern Europe,Europe
Cuba,Latin America and the Caribbean,Americas
France,Western Europe,Europe
Bangladesh,Southern Asia,Asia
Thailand,South-eastern Asia,Asia
Costa Rica,Latin America and the Caribbean,Americas
India,Southern Asia,Asia
Nicaragua,Latin America and the Caribbean,Americas
Chad,Sub-Saharan Africa,Africa
Republic of Korea,Eastern Asia,Asia
Benin,Sub-Saharan Africa,Africa
Ethiopia,Sub-Saharan Africa,Africa
Gambia,Sub-Saharan Africa,Africa
El Salvador,Latin America and the Caribbean,Americas
Puerto Rico,Latin America and the Caribbean,Americas
Puerto Rico,Latin America and the Caribbean,Americas
Spain,Southern Europe,Europe
Morocco,Northern Africa,Africa
Indonesia,South-eastern Asia,Asia
Zimbabwe,Sub-Saharan Africa,Africa
India,Southern Asia,Asia
Canada,Northern America,Americas
Russian Federation,Eastern Europe,Europe
Ukraine,Eastern Europe,Europe
Russian Federation,Eastern Europe,Europe
India,Southern Asia,Asia
Spain,Southern Europe,Europe
Peru,Latin America and the Caribbean,Americas
India,Southern Asia,Asia
Peru,Latin America and the Caribbean,Americas
Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
Angola,Sub-Saharan Africa,Africa
Uganda,Sub-Saharan Africa,Africa
Pakistan,Southern Asia,Asia
Peru,Latin America and the Caribbean,Americas
Philippines,South-eastern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Malaysia,South-eastern Asia,Asia
Greece,Southern Europe,Europe
Uganda,Sub-Saharan Africa,Africa
Malawi,Sub-Saharan Africa,Africa
South Africa,Sub-Saharan Africa,Africa
United States of America,Northern America,Americas
India,Southern Asia,Asia
India,Southern Asia,Asia
Peru,Latin America and the Caribbean,Americas
India,Southern Asia,Asia
India,Southern Asia,Asia
Indonesia,South-eastern Asia,Asia
India,Southern Asia,Asia
India,Southern Asia,Asia
Honduras,Latin America and the Caribbean,Americas
Bangladesh,Southern Asia,Asia
Peru,Latin America and the Caribbean,Americas
United States of America,Northern America,Americas
United States of America,Northern America,Americas
Jamaica,Latin America and the Caribbean,Americas
Cyprus,Western Asia,Asia
Afghanistan,Southern Asia,Asia
Tajikistan,Central Asia,Asia
India,Southern Asia,Asia
China,Eastern Asia,Asia
Madagascar,Sub-Saharan Africa,Africa
Republic of Moldova,Eastern Europe,Europe
Jordan,Western Asia,Asia
Romania,Eastern Europe,Europe
United States of America,Northern America,Americas
Uzbekistan,Central Asia,Asia
Armenia,Western Asia,Asia
Azerbaijan,Western Asia,Asia
Georgia,Western Asia,Asia
Cuba,Latin America and the Caribbean,Americas
China,Eastern Asia,Asia
Bosnia and Herzegovina,Southern Europe,Europe
Mongolia,Eastern Asia,Asia
China,Eastern Asia,Asia
United States of America,Northern America,Americas
Bulgaria,Eastern Europe,Europe
Honduras,Latin America and the Caribbean,Americas
Nicaragua,Latin America and the Caribbean,Americas
Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
Kenya,Sub-Saharan Africa,Africa
Spain,Southern Europe,Europe
Netherlands (Kingdom of the),Western Europe,Europe
United States of America,Northern America,Americas
United Republic of Tanzania,Sub-Saharan Africa,Africa
Iran (Islamic Republic of),Southern Asia,Asia
United Republic of Tanzania,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Republic of Korea,Eastern Asia,Asia
India,Southern Asia,Asia
Argentina,Latin America and the Caribbean,Americas
El Salvador,Latin America and the Caribbean,Americas
Uganda,Sub-Saharan Africa,Africa
Eswatini,Sub-Saharan Africa,Africa
Kazakhstan,Central Asia,Asia
Russian Federation,Eastern Europe,Europe
Mozambique,Sub-Saharan Africa,Africa
Türkiye,Western Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Guatemala,Latin America and the Caribbean,Americas
Nepal,Southern Asia,Asia
Malawi,Sub-Saharan Africa,Africa
Pakistan,Southern Asia,Asia
Afghanistan,Southern Asia,Asia
Australia,Australia and New Zealand,Oceania
Bolivia (Plurinational State of),Latin America and the Caribbean,Americas
Australia,Australia and New Zealand,Oceania
Greece,Southern Europe,Europe
India,Southern Asia,Asia
Pakistan,Southern Asia,Asia
Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas
Russian Federation,Eastern Europe,Europe
United States of America,Northern America,Americas
South Africa,Sub-Saharan Africa,Africa
Romania,Eastern Europe,Europe
Portugal,Southern Europe,Europe
Indonesia,South-eastern Asia,Asia
El Salvador,Latin America and the Caribbean,Americas
Ecuador,Latin America and the Caribbean,Americas
Australia,Australia and New Zealand,Oceania
Indonesia,South-eastern Asia,Asia
United Republic of Tanzania,Sub-Saharan Africa,Africa
Sri Lanka,Southern Asia,Asia
Cameroon,Sub-Saharan Africa,Africa
Indonesia,South-eastern Asia,Asia
Canada,Northern America,Americas
Chile,Latin America and the Caribbean,Americas
Philippines,South-eastern Asia,Asia
Pakistan,Southern Asia,Asia
Congo,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Philippines,South-eastern Asia,Asia
Mongolia,Eastern Asia,Asia
India,Southern Asia,Asia
Kenya,Sub-Saharan Africa,Africa
Burkina Faso,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
China,Eastern Asia,Asia
France,Western Europe,Europe
Egypt,Northern Africa,Africa
Guatemala,Latin America and the Caribbean,Americas
Guatemala,Latin America and the Caribbean,Americas
Equatorial Guinea,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Portugal,Southern Europe,Europe
Romania,Eastern Europe,Europe
Guinea,Sub-Saharan Africa,Africa
Spain,Southern Europe,Europe
Zimbabwe,Sub-Saharan Africa,Africa
Saudi Arabia,Western Asia,Asia
Thailand,South-eastern Asia,Asia
Japan,Eastern Asia,Asia
Afghanistan,Southern Asia,Asia
Australia,Australia and New Zealand,Oceania
India,Southern Asia,Asia
Suriname,Latin America and the Caribbean,Americas
Nigeria,Sub-Saharan Africa,Africa
Zambia,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Vanuatu,Melanesia,Oceania
Ethiopia,Sub-Saharan Africa,Africa
Hungary,Eastern Europe,Europe
Ukraine,Eastern Europe,Europe
Central African Republic,Sub-Saharan Africa,Africa
India,Southern Asia,Asia
United States of America,Northern America,Americas
United States of America,Northern America,Americas
United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
United States of America,Northern America,Americas
Australia,Australia and New Zealand,Oceania
Syrian Arab Republic,Western Asia,Asia
Myanmar,South-eastern Asia,Asia
United States of America,Northern America,Americas
Georgia,Western Asia,Asia
Malawi,Sub-Saharan Africa,Africa
United Republic of Tanzania,Sub-Saharan Africa,Africa
Brazil,Latin America and the Caribbean,Americas
Sudan,Northern Africa,Africa
Senegal,Sub-Saharan Africa,Africa
Angola,Sub-Saharan Africa,Africa
Guinea,Sub-Saharan Africa,Africa
Philippines,South-eastern Asia,Asia
Guinea,Sub-Saharan Africa,Africa
Peru,Latin America and the Caribbean,Americas
Guatemala,Latin America and the Caribbean,Americas
Brazil,Latin America and the Caribbean,Americas
Central African Republic,Sub-Saharan Africa,Africa
Argentina,Latin America and the Caribbean,Americas
Japan,Eastern Asia,Asia
Kenya,Sub-Saharan Africa,Africa
Saudi Arabia,Western Asia,Asia
Niger,Sub-Saharan Africa,Africa
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
Portugal,Southern Europe,Europe
Netherlands Antilles,Latin America and the Caribbean,Americas
Australia,Australia and New Zealand,Oceania
United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe
Kenya,Sub-Saharan Africa,Africa
Peru,Latin America and the Caribbean,Americas
China,Eastern Asia,Asia
Zambia,Sub-Saharan Africa,Africa
United Republic of Tanzania,Sub-Saharan Africa,Africa
Japan,Eastern Asia,Asia
South Africa,Sub-Saharan Africa,Africa
Viet Nam,South-eastern Asia,Asia
Sudan,Northern Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Guinea,Sub-Saharan Africa,Africa
Vanuatu,Melanesia,Oceania
South Africa,Sub-Saharan Africa,Africa
United States of America,Northern America,Americas
Angola,Sub-Saharan Africa,Africa
Argentina,Latin America and the Caribbean,Americas
Nigeria,Sub-Saharan Africa,Africa
Viet Nam,South-eastern Asia,Asia
China,Eastern Asia,Asia
Mongolia,Eastern Asia,Asia
Colombia,Latin America and the Caribbean,Americas
Guadeloupe,Latin America and the Caribbean,Americas
Mauritania,Sub-Saharan Africa,Africa
Chad,Sub-Saharan Africa,Africa
Egypt,Northern Africa,Africa
South Africa,Sub-Saharan Africa,Africa
Togo,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Guinea,Sub-Saharan Africa,Africa
Colombia,Latin America and the Caribbean,Americas
Argentina,Latin America and the Caribbean,Americas
Haiti,Latin America and the Caribbean,Americas
Indonesia,South-eastern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Niger,Sub-Saharan Africa,Africa
Pakistan,Southern Asia,Asia
Morocco,Northern Africa,Africa
Thailand,South-eastern Asia,Asia
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
Iran (Islamic Republic of),Southern Asia,Asia
Iran (Islamic Republic of),Southern Asia,Asia
Indonesia,South-eastern Asia,Asia
Japan,Eastern Asia,Asia
Namibia,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
South Africa,Sub-Saharan Africa,Africa
Ecuador,Latin America and the Caribbean,Americas
Thailand,South-eastern Asia,Asia
Türkiye,Western Asia,Asia
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Ghana,Sub-Saharan Africa,Africa
France,Western Europe,Europe
United States of America,Northern America,Americas
United States of America,Northern America,Americas
China,Eastern Asia,Asia
Madagascar,Sub-Saharan Africa,Africa
Bangladesh,Southern Asia,Asia
China,Eastern Asia,Asia
Ghana,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Bangladesh,Southern Asia,Asia
Canada,Northern America,Americas
Iran (Islamic Republic of),Southern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Türkiye,Western Asia,Asia
Haiti,Latin America and the Caribbean,Americas
Yemen,Western Asia,Asia
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
Taiwan (Province of China),Eastern Asia,Asia
Benin,Sub-Saharan Africa,Africa
Brazil,Latin America and the Caribbean,Americas
China,Eastern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Egypt,Northern Africa,Africa
Fiji,Melanesia,Oceania
Iran (Islamic Republic of),Southern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Russian Federation,Eastern Europe,Europe
Russian Federation,Eastern Europe,Europe
Israel,Western Asia,Asia
France,Western Europe,Europe
China,Eastern Asia,Asia
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Afghanistan,Southern Asia,Asia
Indonesia,South-eastern Asia,Asia
Bangladesh,Southern Asia,Asia
Uruguay,Latin America and the Caribbean,Americas
Nigeria,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Pakistan,Southern Asia,Asia
Spain,Southern Europe,Europe
China,Eastern Asia,Asia
United States of America,Northern America,Americas
India,Southern Asia,Asia
Iran (Islamic Republic of),Southern Asia,Asia
Yemen,Western Asia,Asia
China,Eastern Asia,Asia
Angola,Sub-Saharan Africa,Africa
Madagascar,Sub-Saharan Africa,Africa
Iran (Islamic Republic of),Southern Asia,Asia
Viet Nam,South-eastern Asia,Asia
Ecuador,Latin America and the Caribbean,Americas
Vanuatu,Melanesia,Oceania
Somalia,Sub-Saharan Africa,Africa
Somalia,Sub-Saharan Africa,Africa
Russian Federation,Eastern Europe,Europe
Nigeria,Sub-Saharan Africa,Africa
India,Southern Asia,Asia
Iran (Islamic Republic of),Southern Asia,Asia
United States of America,Northern America,Americas
Malaysia,South-eastern Asia,Asia
Russian Federation,Eastern Europe,Europe
United States of America,Northern America,Americas
Pakistan,Southern Asia,Asia
United States of America,Northern America,Americas
United States of America,Northern America,Americas
Peru,Latin America and the Caribbean,Americas
Ghana,Sub-Saharan Africa,Africa
Bangladesh,Southern Asia,Asia
Samoa,Polynesia,Oceania
Nigeria,Sub-Saharan Africa,Africa
Uganda,Sub-Saharan Africa,Africa
Panama,Latin America and the Caribbean,Americas
Nepal,Southern Asia,Asia
Niger,Sub-Saharan Africa,Africa
Chile,Latin America and the Caribbean,Americas
India,Southern Asia,Asia
Romania,Eastern Europe,Europe
Iran (Islamic Republic of),Southern Asia,Asia
Syrian Arab Republic,Western Asia,Asia
United Republic of Tanzania,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Taiwan (Province of China),Eastern Asia,Asia
Peru,Latin America and the Caribbean,Americas
Egypt,Northern Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Philippines,South-eastern Asia,Asia
Nepal,Southern Asia,Asia
Cameroon,Sub-Saharan Africa,Africa
United States of America,Northern America,Americas
Australia,Australia and New Zealand,Oceania
China,Eastern Asia,Asia
United States of America,Northern America,Americas
Bangladesh,Southern Asia,Asia
China,Eastern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Puerto Rico,Latin America and the Caribbean,Americas
Türkiye,Western Asia,Asia
Ukraine,Eastern Europe,Europe
Sudan,Northern Africa,Africa
India,Southern Asia,Asia
China,Eastern Asia,Asia
Ghana,Sub-Saharan Africa,Africa
Iran (Islamic Republic of),Southern Asia,Asia
Nigeria,Sub-Saharan Africa,Africa
Russian Federation,Eastern Europe,Europe
Viet Nam,South-eastern Asia,Asia
Philippines,South-eastern Asia,Asia
Timor-Leste,South-eastern Asia,Asia
Côte d’Ivoire,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
France,Western Europe,Europe
France,Western Europe,Europe
Nigeria,Sub-Saharan Africa,Africa
Nigeria,Sub-Saharan Africa,Africa
Pakistan,Southern Asia,Asia
Spain,Southern Europe,Europe
India,Southern Asia,Asia
Afghanistan,Southern Asia,Asia
India,Southern Asia,Asia
Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas
Republic of Korea,Eastern Asia,Asia
Germany,Western Europe,Europe
India,Southern Asia,Asia
India,Southern Asia,Asia
India,Southern Asia,Asia
Canada,Northern America,Americas
Romania,Eastern Europe,Europe
Colombia,Latin America and the Caribbean,Americas
Saint Helena,Sub-Saharan Africa,Africa
Papua New Guinea,Melanesia,Oceania
Viet Nam,South-eastern Asia,Asia
Denmark,Northern Europe,Europe
China,Eastern Asia,Asia
India,Southern Asia,Asia
Japan,Eastern Asia,Asia
United States of America,Northern America,Americas
Russian Federation,Eastern Europe,Europe
China,Eastern Asia,Asia
India,Southern Asia,Asia
France,Western Europe,Europe
China,Eastern Asia,Asia
Thailand,South-eastern Asia,Asia
Türkiye,Western Asia,Asia
Taiwan (Province of China),Eastern Asia,Asia
China,Eastern Asia,Asia
Viet Nam,South-eastern Asia,Asia
China,Eastern Asia,Asia
China,Eastern Asia,Asia
Niger,Sub-Saharan Africa,Africa
Chile,Latin America and the Caribbean,Americas
China,Eastern Asia,Asia
Ethiopia,Sub-Saharan Africa,Africa
Chad,Sub-Saharan Africa,Africa
Kenya,Sub-Saharan Africa,Africa
Ghana,Sub-Saharan Africa,Africa
Togo,Sub-Saharan Africa,Africa
Zambia,Sub-Saharan Africa,Africa
Iran (Islamic Republic of),Southern Asia,Asia
Pakistan,Southern Asia,Asia
Argentina,Latin America and the Caribbean,Americas
Italy,Southern Europe,Europe
China,Eastern Asia,Asia
Japan,Eastern Asia,Asia
China,Eastern Asia,Asia
Germany,Western Europe,Europe
Italy,Southern Europe,Europe
India,Southern Asia,Asia
Russian Federation,Eastern Europe,Europe
China,Eastern Asia,Asia
Poland,Eastern Europe,Europe
Slovakia,Eastern Europe,Europe
United Republic of Tanzania,Sub-Saharan Africa,Africa
China,Eastern Asia,Asia
Bangladesh,Southern Asia,Asia
Colombia,Latin America and the Caribbean,Americas
Democratic Republic of the Congo,Sub-Saharan Africa,Africa
Egypt,Northern Africa,Africa
Argentina,Latin America and the Caribbean,Americas
Yemen,Western Asia,Asia
